description,name,price,url
"Hollow-body design with centre block and double cutaway. Laminated maple body. Laminated maple top. Maple set-in neck. Laurel fretboard. Pearloid Neo-Classic Thumbnail fretboard inlays. Thin U neck profile. Scale: 625 mm (24.61""). Fretboard radius: 305 mm (12.01""). Nut width: 42.9 mm (1.69""). Graph Tech NuBone nut. 22 Medium jumbo frets. 2 Black Top BroadTron humbucker pickups. 2 Volume controls. 1 Master volume control. 1 Master tone control. 3-Way switch. Gold Plexi pickguard with Gretsch Electromatic logo. Adjusto-Matic with Bigsby B70 tremolo. Enclosed diecast machine heads. Nickel hardware. NPS strings, .010 - .046. Colour: Speyside. Electric Guitar",Gretsch G5622T Elmtc CB DC Bgsby SPS,€715,https://www.thomann.de/ie/gretsch_g5622t_elmtc_cb_dc_bgsby_sps.htm
"Vintage Select model. Design: Hollow-body with cutaway. Body: 3-Ply laminated maple. Body width: 40.64 cm (16""). Body depth: 4.76 cm (1.875""). Parallel bracing. Maple neck with walnut strip. Rosewood fretboard. Neo Classic Thumbnail inlays. Neck radius: 12"". 22 Frets with zero nut. Bone nut. Nut width: 42.6 mm. Scale: 624 mm. Pickups: 2 TV Jones TV-HT HiloTron. Rocking bar bridge. Gretsch Bigsby B6 tremolo. Grover Sta-tite machine heads. Strings: D'Addario .011 - .049 (Article Nr . ). Colour: Deep Cherry Stain. Incl. case. Electric Guitar",Gretsch G6119T-62VS Chet Atkins,"€2,555",https://www.thomann.de/ie/gretsch_g6119t_62vs_chet_atkins.htm
"Semi Hollow Body. Sustain block. Laminated spruce top with F-holes. Laminated maple back and sides. Set-in neck: Maple. Neck profile: ""D"" shape. Rosewood headstock (Dalbergia latifolia). Rosewood fretboard (Dalbergia latifolia). Wings fretboard inlays. Fretboard radius: 305 mm. Scale: 648 mm. Nut width: 42 mm. 22 Jumbo frets. Dual Action truss rod. Pickup: Duesenberg Phonico Grand Vintage Humbucker and Domino P-90. Controls: Master Volume and Master Tone. 4-Way rotary switch. Duesenberg Steel Saddle bridge. Stop tailpiece tremolo. Transparent Plexiglas pickguard. Nickel hardware. Duesenberg Z-machine heads. Ex factory stringing: Duesenberg DSA10 (010-013-017-028-042-050). Colour: Vintage burst. Incl. Custom Line Case. Electric Guitar",Duesenberg Gran Majesto Vintage Burst,"€2,555",https://www.thomann.de/ie/duesenberg_gran_majesto_vintage_burst.htm
"Body: Semi-hollow with sustain block. Body dimensions: 46 x 34 x 4.5 cm. Top: Spruce plywood, archtop. 2 F-holes. Sides and back: Flamed maple. Flat, closed back. Neck: Maple. Fretboard: Rosewood (Dalbergia latifolia). Scale: 647 mm. Nut width: 42 mm. 22 Jumbo frets. 12"" Fretboard radius. Double action truss rod. Pickups: 1 Duesenberg D-Tron, 1 Duesenberg Grand Vintage humbucker. Controls: Master volume, 2 x Multi-tone and 3-way toggle switch. Duesenberg Radiator tremolo. Colour: Crimson Red. Incl. Duesenberg case. Electric Guitar",Duesenberg Starplayer TV Deluxe C B-Stock,"€2,333",https://www.thomann.de/ie/duesenberg_starplayer_tv_deluxe_c_b_stock.htm
"Hollow-body design with centre block and double cutaway. Laminated maple body. Laminated maple top. Maple set-in neck. Laurel fretboard. Pearloid Neo-Classic Thumbnail fretboard inlays. Thin U neck profile. Scale: 625 mm (24.61""). Fretboard radius: 305 mm (12.01""). Nut width: 42.9 mm (1.69""). Graph Tech NuBone nut. 22 Medium jumbo frets. 2 Black Top BroadTron humbucker pickups. 2 Volume controls. 1 Master volume control. 1 Master tone control. 3-Way switch. Gold Plexi pickguard with Gretsch Electromatic logo. Adjusto-Matic with Bigsby B70 tremolo. Enclosed diecast machine heads. Nickel hardware. NPS strings, .010 - .046. Colour: Single Barrel Burst. Electric Guitar",Gretsch G5622T Elmtc CB DC Bgsby SBB,€714,https://www.thomann.de/ie/gretsch_g5622t_elmtc_cb_dc_bgsby_sbb.htm
"Brian Setzer Signature model. Type: Hollow body. Body: Laminated maple. Glued neck: Maple. Fretboard: Ebony. Thumbnail fretboard inlays. White binding. Neck profile: Vintage V. Nut width: 42.8 mm (1.69""). Scale: 624 mm (24.57""). Compound fretboard radius: 241 - 305 mm (9.5"" - 12""). 22 Medium jumbo frets. Delrin nut. Pickups: 2 TV Jones Brian Setzer FilterTrons. 3-Way switch. 3-Way tone switch. 2 Volume controls and 1 master volume control. Bigsby B6C tremolo. Adjusto-Matic bridge with rosewood lower part (Dalbergia latifolia). Nickel hardware. Gold-coloured plexi pickguard with signature and Gretsch logo. Gotoh locking machine heads. Factory stringing: .010 - .046. Nitrocellulose lacquer. Colour: Black. Includes case. Electric Guitar",Gretsch Brian Setzer G6120T-BSNSH BK,"€2,966",https://www.thomann.de/ie/gretsch_brian_setzer_g6120t_bsnsh_bk.htm
Hollowbody style. Ben Weinman Signature Model. Mahogany body. Maple top. Full neck: maple. Neck profile: Thin U. Makassar ebony fretboard. Fretboard radius: 350 mm. Nut width: 43 mm. 24 Extra jumbo frets. Scale: 648 mm. Pickups: Active Fishman Fluence Modern Humbucker Alnico (neck) and Active Fluence Modern Humbucker Ceramic (bridge). Volume and tone controls (push / pull). 3-Way switch. Evertune bridge (F Model). Chrome hardware. LTD locking machine heads. Strings: D'Addario XL120 (009.-042.). Colour: See Thru Black. Includes case. Electric Guitar,ESP LTD BW 1 FMET STBLKF,"€1,939",https://www.thomann.de/ie/esp_ltd_bw_1_fmet_stblkf.htm
"Hollow-body design with centre block and double cutaway. Laminated maple body. Laminated maple top. Maple set-in neck. Laurel fretboard. Pearloid Neo-Classic Thumbnail fretboard inlays. Thin U neck profile. Scale: 625 mm (24.61""). Fretboard radius: 305 mm (12""). Nut width: 42.9 mm (1.69""). Graph Tech NuBone nut. 22 Medium jumbo frets. 2 Black Top BroadTron humbucker pickups. 2 Volume controls. 1 Master volume control. 1 Master tone control. 3-Way switch. Gold Plexi pickguard with Gretsch Electromatic logo. Gretsch V-Stoptail. Enclosed diecast machine heads. Nickel hardware. NPS strings, .010 - .046. Colour: Black Gold. Electric Guitar",Gretsch G5622 Elmtc CB DC Black Gold,€684,https://www.thomann.de/ie/gretsch_g5622_elmtc_cb_dc_black_gold.htm
"Gibson 1961 ES-335 Reissue Vintage Natural Murphy Lab Ultra Heavy Aged, Custom Shop, electric guitar, maple/poplar/maple body, mahogany neck (swietenia macrophylla), rosewood fretboard (dalberiga latifolia), authentic ´61 skinny ""C"" neck shape, Holly Head Veneer, 22x Frets, Scale 628mm, small block inlays, 1-ply royalite binding, 2x Custombucker Alnico III (unpotted) pickups, paper-in-oil capicators, ABR-1 Bridge & Lightweight Aluminium Tailpiece, Nickel Hardware, 5-ply Pickguard, Vintage Double Ring Tulip Tuners, Finish: Vintage Natural  - Ultra Heavy Aged (ulra heavy playing wear and abuse), incl. Case and certificate, made in USA",Gibson 1961 ES-335 Reissue VN UHA,"€9,299",https://www.thomann.de/ie/gibson_1961_es_335_reissue_vn_uha.htm
"Design: Semi hollow. Body: Flamed maple with center block. Neck: Mahogany. Fretboard: Rosewood. Small block fretboard inlays. Neck Profile: Rounded ""C"". Single-ply cream binding. Scale: 628 mm. Nut width: 42.9 mm. 22 Frets. Pickups: MHS humbuckers. Memphis Tone Circuit. 500k pots. Top hat pot knobs. ABR-1 bridge and stopbar tailpiece. Grover machine heads. Nickel hardware. Finish: Nitrocellulose lacquer. Colour: Sixties Cherry. Includes case. Made in USA. Electric Guitar",Gibson ES-339 Figured 60s Cherry,"€2,999",https://www.thomann.de/ie/gibson_es_339_figured_60s_cherry_488281.htm
"Players edition. Design: Hollowbody with center block. Body: Maple laminated. Neck: Maple. Fretboard: Ebony. Pearloid Neo-Classic Thumbnail fretboard inlays. Neck profile: Standard U. Nut width: 42,90 mm. Scale: 625 mm. 22 Medium jumbo frets. Pickups: 2 High-Sensitive FilterTrons. 1 Toggle switch. Anchored Adjusto-Matic bridge. Bigsby B7GP String Thru Tremolo. Gotoh locking machine heads. Gold-plated hardware. Colour: Black. Includes G6267 Deluxe case. Electric Guitar",Gretsch G6636T PE Falcon DC Black,"€2,899",https://www.thomann.de/ie/gretsch_g6636t_pe_falcon_dc_black.htm
"Design: Semi Hollow with Center Block. Body: Laminated maple. Top: Laminated maple. Set-in neck: Maple. Fretboard: Laurel. Pearloid Neo-Classic Thumbnail fretboard inlays. Neck profile: Thin U. Scale length: 625 mm (24.61""). Fretboard radius: 305 mm (12.01""). Nut width: 42.9 mm (1.69""). Graph Tech NuBone not. 22 Medium jumbo frets. Pickups: 2 Black Top Broad Tron humbuckers. 2 x Volume, 1 x master volume and 1 master tone controls. 3-Way switch. Gold plexi pickguard with black Gretsch logo. Adjusto-Matic bridge with Bigsby B70 tremolo. Die-cast machine heads. Gold-plated hardware. Strings: NPS .010 - .046. Colour: Aspen Green. Electric Guitar",Gretsch G5655TG Elmtc. CB Jr SC Bg. AG,€919,https://www.thomann.de/ie/gretsch_g5655tg_elmtc_cb_jr_sc_bg._ag.htm
"Body: Semi-hollow with sustain block. Body dimensions: 46 x 34 x 4.5 cm. Top: Spruce plywood, archtop. 2 F-holes. Sides and back: Flamed maple. Flat, closed back. Neck: Maple. Fretboard: Rosewood (Dalbergia latifolia). Scale: 647 mm. Nut width: 42 mm. 22 Jumbo frets. 12"" Fretboard radius. Double action truss rod. Pickups: 1 Duesenberg D-Tron, 1 Duesenberg Grand Vintage humbucker. Controls: Master volume, 2 x Multi-tone and 3-way toggle switch. Duesenberg Radiator tremolo. Colour: Crimson Red. Incl. Duesenberg case. Electric Guitar",Duesenberg Starplayer TV Deluxe CR,"€2,699",https://www.thomann.de/ie/duesenberg_starplayer_tv_deluxe_cr.htm
Professional Collection. Design: Semi-Hollowbody with center block and cutaway. Body: Maple laminated. Neck: maple. Fretboard: Ebony. Neck profile: standard U. Aged pearloid thumbnail fretboard inlays. 22 Medium jumbo frets. Nut width: 43 mm. Scale: 625 mm. Pickups: 2 Full Trons. 1 x Toggle switch. Anchored Adjusto-Matic bridge. Bigsby B7GP String Thru Tremolo. Gotoh locking machine heads. Gold plated hardware. Colour: Azure Metallic. Includes G6241 Deluxe case. Electric Guitar,Gretsch G6659TG-AZM PE Broadkaster,"€2,555",https://www.thomann.de/ie/gretsch_g6659tg_azm_pe_broadkaster.htm
"Mike Campbell 40th Heartbreakers Anniversary. Semi-Hollow body with sustain block. Arched spruce plywood top. Arched plywood maple back. Body dimensions: 46 x 34 x 4.5 cm. Maple neck. Rosewood fretboard (Dalbergia Latifolia). Scale: 648 mm. Nut width: 42 mm. 22 Jumbo frets. 12"" Fretboard radius. Dual Action Trussrod. Pickup: Duesenberg Grand Vintage Humbucker and Domino P-90. Master Volume and Master Tone controls. 3-Way toggle switch. Nickel plated pickguard with engraved signature and logo. Duesenberg Steel Saddle Bridge. Duesenberg Diamond Deluxe Tremola. The Duesenberg Z-machine heads. Nickel hardware. Colour: Catalina-Green and White. Incl. Original Duesenberg suitcase. Electric Guitar",Duesenberg Mike Campbell 40th Anniversary,"€2,880",https://www.thomann.de/ie/duesenberg_mike_campbell_40th_anniversary.htm
"Custom Shop. Maple / poplar / maple body. Mahogany neck. Rosewood fretboard. Authentic ´59 Medium ""C"" profile. Royalite binding. Holly Head veneer. 22 Frets. 628 mm Scale. Pearloid Dot inlays. 2 x Custombucker Alnico III (unpotted) humbucker pickups. 2 x Volume, 2 x tone controls. 3-Way toggle switch. CTS pots. Paper-in-oil capacitors. ABR-1 bridge & lightweight aluminium tailpiece. Nickel hardware. 5-Ply pickguard. Vintage double ring tulip machine heads. Finish: Vintage burst VOS. Includes case and certificate. Made in USA. Electric Guitar",Gibson 1959 ES-335 Reissue VN VOS,"€4,555",https://www.thomann.de/ie/gibson_1959_es_335_reissue_vn_vos.htm
Chambered body. Body: Mahogany. Top: Quilted maple. Neck: Maple. Neck attachment: Bolt-on. Fretboard: Amaranth. 22 Frets. Scale: 648 mm. Nut width: 42 mm. Fretboard inlays: Abalone dots. Body binding: Ivory-coloured. Nut: Bonoid. Pickups: 2 Roswell HAF Alnico-5 humbuckers. 3-Way switch. Controls: Master volume and master tone. Hardware: DLX chrome. Hardtail bridge. Machine heads: DLX diecast. Strings: .010 - .046. Colour: Trans Blue High-Gloss. Electric Guitar,Harley Benton TE-90QM Trans Blue B-Stock,€211,https://www.thomann.de/ie/harley_benton_te_90qm_trans_blue_b_stock.htm
"Gibson 1964 ES-335 Reissue Ebony  Murphy Lab Ultra Light Aged, Custom Shop, electric guitar, maple/poplar/maple body, mahogany neck (swietenia macrophylla), rosewood fretboard (dalberiga latifolia), authentic ´61 skinny ""C"" neck shape, Holly Head Veneer, 22x Frets, Scale 628mm, small block inlays, 1-ply royalite binding, 2x Custombucker Alnico III (unpotted) pickups, paper-in-oil capicators, ABR-1 Bridge & Lightweight Aluminium Tailpiece, Nickel Hardware, 5-ply Pickguard, Vintage Double Ring Tulip Tuners, Finish: Ebony  - Ultra Light Aged (weather checking), incl. Case and certificate, made in USA",Gibson 1964 ES-335 Reissue EB ULA,"€5,799",https://www.thomann.de/ie/gibson_1964_es_335_reissue_eb_ula.htm
"Alliance Series - Joe Walsh model. Design: Semi-hollow. Top: Laminated spruce, arched. Reverse side: Laminated maple, arched. Sustain center block. Neck: Maple. Fretboard: Rosewood (Dalbergia latifolia). Morse code fretboard inlays. Scale: 647 mm. Nut width: 42 mm. 22 Jumbo frets. Pickups: 1x Duesenberg HSC Single Twin and 1x Duesenberg Little Toaster humbucker. Volume and tone control. 3-Way pickup selector. Nickel Duesenberg radiator tremolo with custom golden grill. Nickel and gold hardware. Duesenberg Clip House tuner. Gold-sparkle pickguard. Colour: Gold Burst. Incl. Original Duesenberg case. Electric Guitar",Duesenberg Alliance Series Joe Walsh GB,"€2,777",https://www.thomann.de/ie/duesenberg_alliance_series_joe_walsh_gb.htm
"Design: Semi-hollow. Body: Mahogany. Top: Flamed maple. Neck: Mahogany. Neck attachment: Set-in. Fretboard: Rosewood. Fretboard inlays: Mother-of-pearl dots. Neck profile: Thin C - Thickness at the 1st fret: 20 mm / Thickness at the 12th fret: 22 mm. Scale: 648 mm (25.51""). Fretboard radius: 356 mm (14""). Nut width: 42 mm (1.65""). Nut: Graph Tech XL Ivory TUSQ. Frets: 24 X-Jumbo. Pickups: 2 Schecter Diamond Plus humbuckers and Fishman piezo. Volume- and tone controls with push/pull function for humbuckers. Volume- and tone controls for piezo pickups. 3-Way switch for switching between humbucker, mix and piezo. 3-Way switch for humbuckers. Bridge: Fishman Powerbridge with TonePros T1Z tailpiece. Machine heads: Grover. Hardware: Chrome. Strings: Ernie Ball Regular Slinky (.010 - .046). Colour: Cats Eye. Electric Guitar",Schecter Retro C-1 E/A Cat's Eye,"€1,099",https://www.thomann.de/ie/schecter_retro_c_1_e_a_cats_eye.htm
"Vintage Select Chet Atkins Country Gentleman model. Body shape: Hollow body with double cutaway. Body: Maple, laminated 3-ply. Body width: 43.20 cm (17""). Body depth: 5.08 cm (2""). Parallel bracing. Neck: Maple with walnut stripes. Fretboard: Ebony. Neo Classic thumbnail inlays. 12"" Radius. 22 Medium frets with zero-fret. Bone nut. Nut width: 42.60 mm. Scale: 624 mm. Pickup: 2 TV Jones Classic. Rocking bar bridge. Gretsch Bigsby B6 tremolo. Twin-Mute system. Gold-plated hardware. Grover Imperial machine heads. Strings: Daddario .011 - .049 (Article Nr: .  ). Colour: Walnut Stain. Case included. Electric Guitar",Gretsch G6122T-62VS Chet AtkinsCGWS,"€3,222",https://www.thomann.de/ie/gretsch_g6122t_62vs_chet_atkinscgws.htm
"Body: Maple. Top: Flamed maple. Neck: Mahogany. Fretboard: Ebony. Neck attachment: Set-in. Neck shape: C-Shape. Fretboard inlays: Squares. Frets: 22 Medium jumbo. Nut: Bone. Nut width: 40 mm (1.57""). Scale: 627 mm (24.7""). Fretboard radius: 305 mm (12""). Pickguard: Black. Ivory binding. 2 Alnico humbucker pickups with chrome covers (bridge and neck). Controls: 2 Volume, 2 Tone. Switch: 3-Way toggle. Bridge: Tune-O-Matic style with aluminium stoptail piece. Hardware surface: Chrome. Machine heads: Sire. Colour: Cherry Sunburst. Stringing: .010 - .046. Semi-Hollow Electric Guitar",Larry Carlton H7 CS B-Stock,€499,https://www.thomann.de/ie/larry_carlton_h7_cs_b_stock.htm
Design: Hollow body with center block. Laminated maple body. Mahogany neck. Pau Ferro fretboard. Mother-of-Pearl Dot fretboard inlays. Slim taper neck profile. 22 Medium-jumbo frets. Pickups: Epiphone Probucker 2 (neck) and Probucker 3 (bridge) humbuckers. 3-Way toggle switch. 2 x Volume controls with push / pull function. 2 x Tone controls. Nickel hardware. Colour: Pelham Blue. Electric Guitar,Epiphone ES-339 Pro PB,€459,https://www.thomann.de/ie/epiphone_es_339_pro_pb.htm
Body: 3-Ply maple / poplar / maple laminated. Neck: Mahogany. Fretboard: Rosewood. Split parallelogram fretboard inlays. Neck profile: Rounded C. 22 Frets. Scale: 628 mm. Pickups: 2 Humbuckers. Vintage Style No logo potentiometer. Colour: vintage burst. Inludes case. Made in USA. Electric Guitar,Gibson ES-345 Vintage Burst,"€3,380",https://www.thomann.de/ie/gibson_es_345_vintage_burst.htm
"PRS CE 24 Semi Hollow AS Amber Burst; electric guitar; Mahogany body (khaya Ivorensis); Semi Hollow with one F-hole; curved maple top; maple neck; fingerboard East Indian rosewood (Dalbergia Latifolia); Bird's fingerboard inlays; neck profile: Pattern Thin; scale: 635 mm (25""); 24 frets; maple headstock with PRS logo; pickup: 2 PRS 85/15 treble and bass humbuckers; 1 volume and 1 tone control (with push/pull coil split); 3-way toggle switch; PRS tremolo; PRS locking tuners; nickel hardware; colour: Amber Burst; incl. PRS Gigbag,",PRS CE 24 Semi Hollow AS,"€2,599",https://www.thomann.de/ie/prs_ce_24_semi_hollow_as.htm
Vintage series. Build: Semi-hollow with mahogany sustain block (Entandrophragma cylindricum) and F-holes. Body: Maple. Arched top. Set-in neck: Canadian maple. Fretboard: Amaranth. Fretboard radius: 350 mm. Dot fretboard inlays. Cream binding on the body and neck. 22 Frets. Scale: 628 mm. Nut width: 42 mm. Double action truss rod. Pickups: 2 Vintage-style humbuckers. 3-Way pickup selector. 2 Volume knobs and 2 tone knobs. Chrome hardware. Tune-O-Matic bridge. Closed die-cast machine heads. Stringing: Harley Benton .010 - .046. Colour: Cherry high-gloss. Electric Guitar,Harley Benton HB-35 CH Vintage Series,€199,https://www.thomann.de/ie/harley_benton_hb35_ch_vintage_series.htm
"Build: Hollow body. 5-Piece body: Maple / Poplar. Neck: Mahogany. Fretboard: Ebony. Pearloid block fretboard inlays. Neck profile: Slim Taper C. Scale: 628 mm (24.72""). Nut width 42.70 mm (1.68""). 22 Medium jumbo frets. Pickup: 2 Mini ProBucker humbuckers. 2 Volume controls and 2 tone controls. 3-Way toggle switch. Locktone ABR bridge with stoptail tailpiece. Colour: Sapphire Blue Metallic. Electric Guitar",Epiphone Uptown Kat ES Sapphire Blue,€549,https://www.thomann.de/ie/epiphone_uptown_kat_es_sapphire_blue.htm
